author,korean_name,matched_user,similarity,affiliations
Ik Joo Chung,정익주,정익주,1.0,"['Department of Hemato-Oncology, Chonnam National University Medical School, Gwangju, Korea']"
Ik-Joo Chung,정익주,정익주,1.0,"['Department of Hematology-Oncology, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Republic of Korea', 'Immunotherapy Innovation Center, Chonnam National University Medical School and Chonnam National University Hwasun Hospital, Hwasun, Republic of Korea']"
Il Seon Shin,신일선,신일선,1.0,"['Department of Psychiatry, Chonnam National University Medical School, Gwangju, South Korea']"
Il-Seon Shin,신일선,신일선,1.0,"['Department of Psychiatry, Chonnam National University Medical School, Gwangju, Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju 61419, Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Psychiatry, Chonnam National University Medical School, 160 Baekseoro, 12 Dong-gu, Gwangju 61469, Republic of Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Psychiatry, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Ilwoo Park,박일우,박일우,1.0,"['Department of Radiology, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Radiology, Chonnam National University, Gwangju, South Korea', 'Department of Artificial Intelligence Convergence, Chonnam National University, Gwangju, South Korea', 'Department of Data Science, Chonnam National University, Gwangju, South Korea', 'Department of Radiology, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Radiology, Chonnam National University, Gwangju, Korea', 'Department of Artificial Intelligence Convergence, Chonnam National University, Gwangju, Korea', 'Department of Data Science, Chonnam National University, Gwangju, Korea']"
In Ae Jung,정인애,정수인,0.6666666666666666,"['Department of Internal Medicine, Chonnam National University Medical School, Gwangju 61469, South Korea']"
In Jin Kim,김인진,김진아,0.6666666666666666,"['Departments of Internal Medicine, Chonnam National University Medical School, 160, Baekseo‑ro, Dong‑gu, Gwangju 61469, Republic of Korea']"
In S. Jeong,정인수,정수인,0.6666666666666666,"['Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University School of Medicine, Gwangju, Korea']"
In Seok Jeong,정인석,정인석,1.0,"['Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University School of Medicine, 42, Jebong-ro, Dong-gu, Gwangju 15772, South Korea', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital and Medical School, 42 Jebong-ro Donggu, Gwangju, Republic of Korea']"
In-Ho Kim,김인호,김인호,1.0,"['Department of Surgery, Chonnam National University Medical School, Gwangju, Korea']"
In-Jae Oh,오인재,오인재,1.0,"['Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, Hwasun, 58128, Republic of Korea', 'Lung and Esophageal Cancer Clinic, Chonnam National University Hwasun Hospital, Hwasun, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, Jeonnam, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, Jeonnam, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Medical School, Hwasun 58128, Korea', 'Lung and Esophageal Cancer Clinic, Chonnam National University Hwasun Hospital, Hwasun 58128, Korea', 'Chonnam National University Medical School, Gwangju, Republic of Korea', 'Lung and Esophageal Cancer Clinic, Chonnam National University Hwasun Hospital, Joennam, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, Hwasun, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hwasun Hospital, Hwasun, Republic of Korea']"
In-Seok Jeong,정인석,정인석,1.0,"['Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital and Medical School, 160 Baekseo-ro, Dong-gu, Gwangju 61469, Republic of Korea (South Korea)', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital and Medical School, Gwangju, Republic of Korea', 'Cardiovascular and Respiratory Research Team, Chonnam National University Hospital, Gwangju, South Korea', 'Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital and Medical School, Gwangju, South Korea']"
In-Sun Choi,최인선,최선희,0.6666666666666666,"['Department of Orthodontics, School of Dentistry, Chonnam National University, Gwangju, South Korea']"
In-Young Kim,김인영,김인영,1.0,"['Departments of Neurosurgery, Chonnam National University Research Institute of Medical Science, Chonnam National University Hwasun Hospital and Medical School, Hwasun 58128, Jeollanam-do, Korea', 'Brain Tumor Research Laboratory, Chonnam National University Hwasun Hospital, Hwasun, South Korea', 'Department of Neurosurgery, Chonnam National University Medical School, and Hwasun Hospital, Hwasun, South Korea']"
Insu Choi,최인수,최인수,1.0,"['Department of Pediatrics, Chonnam National University Children’s Hospital, Gwangju 61469, Korea', 'Department of Pediatrics, School of Medicine, Chonnam National University, Gwangju 61469, Korea', 'Department of Pediatrics, Chonnam National University Children’s Hospital and Medical School, Gwangju 61706, Korea', 'Division of Pediatric Cardiology and Cardiac Critical Care, Department of Pediatrics, Chonnam National University Children’s Hospital and Medical School, Gwangju, South Korea', 'Department of Pediatrics, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju 61469, Republic of Korea']"
Insung Choi,최인성,최인성,1.0,"['Department of Physical & Rehabilitation Medicine, Chonnam National University Hospital, 42 Jebong-ro, Dong-gu, Gwangju 61479, Korea']"
Inyoung Kim,김인영,김인영,1.0,"['Department of Pharmacology, Chonnam National University Medical School, Gwangju 61469, Korea']"
In‑Kyu Park,박인규,박인규,1.0,"['Department of Biomedical Sciences, BK21 PLUS Center for Creative Biomedical Scientists, Chonnam National University Medical School, 160, Baekseo‑ro, Dong‑gu, Gwangju 61469, Republic of Korea']"
J.-H. Kang,강제이치,,0.0,"['Division of Rheumatology, Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea']"
J.-K. Lee,이제이케이,,0.0,"['Department of Neurosurgery, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea']"
Ja-Hae Kim,김자해,김해민,0.6666666666666666,"['Department of Nuclear Medicine, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Korea']"
Ja-yeon Lee,이자연,이주연,0.6666666666666666,"['Genomic Research Center for Hematopoietic Diseases, Chonnam National University School of Medicine, Hwasun, Jeollanam-do, South Korea']"
Jae B. Jeon,전재비,전보경,0.3333333333333333,"['Department of Thoracic and Cardiovascular Surgery, Chonnam National University Hospital, Chonnam National University School of Medicine, Gwangju, Korea']"
Jae Gu Kim,김재구,김재환,0.6666666666666666,"['Department of Otolaryngology-Head and Neck Surgery and Department of Anatomy, Chonnam National University Medical School, Gwangju, South Korea', 'Chonnam National University Hospital, Gwangju, South Korea']"
Jae Ha Hwang,황재하,황재하,1.0,"['Department of Plastic and Reconstructive Surgery, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Plastic and Reconstructive Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Plastic and Reconstructive Surgery, Chonnam National University Hospital, Chonnam National University Medical School, Gwangju, Korea', 'Department of Plastic and Reconstructive Surgery, Chonnam National University Medical School, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Department of Plastic and Reconstructive Surgery, Chonnam National University Medical School, Gwangju 61469, South Korea']"
Jae Hung Jung,정재흥,정재욱,0.6666666666666666,"['Department of Urology, Yonsei University Wonju College of Medicine, Wonju', 'Department of Internal Medicine, Yonsei University Wonju College of Medicine, Wonju', 'Department of Urology, Chonnam National University Medical School, Gwangju, Korea', 'Department of Urology, Yonsei University College of Medicine, Seoul, Korea', 'Department of Urology, Yonsei University Wonju College of Medicine, Wonju', 'Center of Evidence Based Medicine, Institute of Convergence Science, Yonsei University, Seoul']"
Jae Hyeok Park,박재혁,박희재,0.6666666666666666,"['Department of Medicine, Chonnam National University, Gwangju, South Korea']"
Jae Hyuk Yang,양재혁,양재혁,1.0,"['Department of Pediatrics, Chonnam National University Children’s Hospital, 42, Jebong-ro, Dong-gu, Gwangju 61469, Republic of Korea', 'Department of Pediatrics, Chonnam National University Medical School, Gwangju, Republic of Korea']"
Jae Hyun Yoon,윤재현,윤재현,1.0,"['Department of Gastroenterology and Hepatology, Chonnam National University Hospital and College of Medicine, Gwangju 61469, South Korea']"
Jae Kyu Kim,김재규,김재규,1.0,"['Department of Radiology, Chonnam National University Hwasun Hospital, Hwasun-gun, Jeollanam-do, Republic of Korea']"
Jae Kyun Ju,주재균,주재균,1.0,"['Department of Surgery, Chonnam National University Hospital, College of Medicine, Chonnam National University, Gwangju, South Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, South Korea', 'Department of Surgery, Chonnam National University Medical School and Hospital, Gwangju, Republic of Korea', 'Department of Surgery, Chonnam National University Hospital, Chonnam National University College of Medicine, Gwangju, South Korea']"
Jae Sook Ahn,안재숙,안재숙,1.0,"['Department of Hematology-Oncology, Chonnam National University Hwasun Hospital, Chonnam National University Medical School, Hwasun-gun, South Korea']"
Jae Yeong Cho,조재영,조재영,1.0,"['Department of Cardiology, Chonnam National University School/Hospital, Gwangju, Korea', 'Department of Cardiovascular Medicine, Chonnam National University Medical School/Hospital, Gwangju, Korea', 'Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Korea', 'Department of Cardiovascular Medicine, Chonnam National University Medical School/Hospital, Gwangju, Korea']"
Jae-Gon Jang,장재곤,장재원,0.6666666666666666,"['Department of Prosthodontics, School of Dentistry, Chonnam National University, Gwangju 61186, Korea', 'Department of Prosthodontics, School of Dentistry, Chonnam National University, Gwangju 61186, Republic of Korea']"
Jae-Kyeong Lee,이재경,이재경,1.0,"['Department of Internal Medicine, Chonnam National University Hospital, Gwangju, Republic of Korea', 'Chonnam National University Medical School, Gwangju, Republic of Korea', 'Department of Internal Medicine, Chonnam National University Medical School and Hospital, Gwangju, South Korea']"
